ko_maticni_broj,municipalityName,cadmunName,parcels_total,parcels_with_buildings
729418,PALILULA (NIŠ),DONJE MEĐUROVO,671,501
729426,GADŽIN HAN,DONJI BARBEŠ,200,148
729434,GADŽIN HAN,DONJI DUŠNIK,331,264
729442,CRVENI KRST,DONJI KOMREN,647,432
729469,PANTELEJ,DONJI MATEJEVAC I,713,538
729485,GADŽIN HAN,DUGA POLJANA,108,99
729493,GADŽIN HAN,DUKAT,164,117
729507,GADŽIN HAN,JAGLIČJE,169,157
729515,PANTELEJ,JASENOVIK,199,160
729523,NIŠKA BANJA,JELAŠNICA,922,657
729531,GADŽIN HAN,KALETINAC,208,200
729540,PANTELEJ,KAMENICA,984,769
729558,DOLJEVAC,KLISURA,59,31
729566,DOLJEVAC,KNEŽICA,215,158
729574,PANTELEJ,KNEZ SELO,537,402
729582,GADŽIN HAN,KOPRIVNICA,250,235
729604,CRVENI KRST,KRAVLJE,331,294
729612,GADŽIN HAN,KRASTAVČE,304,277
729639,NIŠKA BANJA,KUNOVICA,238,197
729647,NIŠKA BANJA,LAZAREVO SELO,162,103
729655,PALILULA (NIŠ),LALINAC,574,442
729663,CRVENI KRST,LESKOVIK,110,81
729671,GADŽIN HAN,LIČJE,406,384
729680,GADŽIN HAN,MALI VRTOP,148,138
729698,GADŽIN HAN,MALI KRČIMIR,131,119
729701,DOLJEVAC,MALOŠIŠTE,954,708
729710,PANTELEJ,MALČA,613,449
729728,GADŽIN HAN,MARINA KUTINA,297,249
729736,CRVENI KRST,MEDOŠEVAC,812,649
729744,CRVENI KRST,MEZGRAJA,260,252
729752,GADŽIN HAN,MILJKOVAC,105,88
729779,CRVENI KRST,MILJKOVAC,218,156
729787,PANTELEJ,"NIŠ ""PANTELEJ""",6083,5684
729795,MEDIJANA,"NIŠ ""BUBANJ""",7978,7557
729809,MEDIJANA,"NIŠ ""ĆELE KULA""",9575,8895
729817,CRVENI KRST,"NIŠ ""CRVENI KRST""",4040,3335
729825,NIŠKA BANJA,NIŠKA BANJA,3243,3087
729833,GADŽIN HAN,NOVO SELO,77,65
729841,PALILULA (NIŠ),NOVO SELO,901,599
729850,GADŽIN HAN,OVSINJINAC,219,182
729868,PANTELEJ,OREOVAC,238,194
729876,NIŠKA BANJA,OSTROVICA,578,434
729884,CRVENI KRST,PALJINA,198,135
729892,PALILULA (NIŠ),PASI POLJANA,863,648
729906,PANTELEJ,PASJAČA,225,183
729914,DOLJEVAC,PERUTINA,145,108
729922,CRVENI KRST,POPOVAC,946,868
729949,NIŠKA BANJA,PRVA KUTINA,505,342
729957,NIŠKA BANJA,PROSEK-MANASTIR,689,434
729965,NIŠKA BANJA,RAVNI DO,125,78
729973,NIŠKA BANJA,RADIKINA BARA,313,238
729981,NIŠKA BANJA,RAUTOVO,149,124
729990,CRVENI KRST,RUJNIK,191,123
730009,DOLJEVAC,RUSNA,256,210
730017,GADŽIN HAN,SEMČE,243,229
730025,NIŠKA BANJA,SIĆEVO,1201,802
730033,GADŽIN HAN,SOPOTNICA,248,230
730041,GADŽIN HAN,TASKOVIĆI,348,300
730050,GADŽIN HAN,TOPONICA,357,310
730068,CRVENI KRST,TRUPALE,940,874
730076,GADŽIN HAN,ĆELIJE,161,144
730084,DOLJEVAC,ĆURLINA,140,76
730092,CRVENI KRST,HUM,512,476
730106,PANTELEJ,CERJE,236,188
730114,GADŽIN HAN,ČAGROVAC,250,231
730122,CRVENI KRST,ČAMURLIJA,246,227
730149,DOLJEVAC,ČAPLJINAC,279,136
730157,DOLJEVAC,ČEČINA,280,239
730165,PALILULA (NIŠ),ČOKOT,1359,865
730173,NIŠKA BANJA,ČUKLJENIK,253,219
730181,GADŽIN HAN,ŠEBET,112,99
730190,NOVA VAROŠ,AKMAČIĆI,203,139
730203,NOVA VAROŠ,AMZIĆI,139,99
730211,NOVA VAROŠ,BISTRICA,727,516
730220,NOVA VAROŠ,BOŽETIĆI,280,217
730238,NOVA VAROŠ,BRDO,329,241
730246,NOVA VAROŠ,BUKOVIK,250,206
730254,NOVA VAROŠ,VILOVI,351,256
730262,NOVA VAROŠ,VRANEŠA,379,277
730289,NOVA VAROŠ,GORNJE TRUDOVO,114,114
730297,NOVA VAROŠ,DEBELJA,289,213
730319,NOVA VAROŠ,DRAŽEVIĆI,367,251
730327,NOVA VAROŠ,DRMANOVIĆI,320,214
730335,NOVA VAROŠ,KOMARANI,330,240
730343,NOVA VAROŠ,LJEPOJEVIĆI,185,136
730360,NOVA VAROŠ,RADIJEVIĆI,214,167
730378,NOVA VAROŠ,RADOINJA,648,478
730386,NOVA VAROŠ,RUTOŠI,763,544
730394,NOVA VAROŠ,TIKVA,81,45
730408,NOVA VAROŠ,TISOVICA,91,75
730416,NOVA VAROŠ,ČELICE,100,87
730424,NOVA VAROŠ,ŠTITKOVO,160,143
730432,NOVI PAZAR,ALULOVIĆE,236,222
730459,NOVI PAZAR,BAJEVICA,185,146
730467,NOVI PAZAR,BANJA,178,135
730475,NOVI PAZAR,BARE,43,43
730483,NOVI PAZAR,BATNJIK,72,64
730491,NOVI PAZAR,BEKOVA,102,102
730505,NOVI PAZAR,BELE VODE,293,203
730513,NOVI PAZAR,BOTUROVINA,124,105
730521,NOVI PAZAR,BRĐANI,122,119
730530,NOVI PAZAR,BRESTOVO,13,13
730548,NOVI PAZAR,VAREVO,216,161
730556,NOVI PAZAR,VEVER,48,47
730564,NOVI PAZAR,VIDOVO,46,31
730572,NOVI PAZAR,VITKOVIĆE,88,81
730599,NOVI PAZAR,VOJKOVIĆE,36,36
730602,NOVI PAZAR,VOJNIĆE,109,91
730629,NOVI PAZAR,VRANOVINA,246,210
730637,NOVI PAZAR,VUČINIĆE,220,194
730645,NOVI PAZAR,VUČJA LOKVA,54,54
730653,NOVI PAZAR,GOLICE,55,55
730661,NOVI PAZAR,GORNJA TUŠIMLJA,32,32
730670,NOVI PAZAR,GOŠEVO,38,38
730688,NOVI PAZAR,GRAĐANOVIĆE,25,25
730696,NOVI PAZAR,GRAČANE,69,69
730700,NOVI PAZAR,GRUBETIĆE,79,78
730718,NOVI PAZAR,DEŽEVA,149,129
730726,NOVI PAZAR,DOJINOVIĆE,81,81
730734,NOVI PAZAR,DOLAC,67,67
730742,NOVI PAZAR,DOLJANI,94,80
730769,NOVI PAZAR,DRAGOČEVO,56,51
730777,NOVI PAZAR,DRAMIĆE,83,81
730785,NOVI PAZAR,ŽUNJEVIĆE,197,176
730793,NOVI PAZAR,ZABRĐE,48,48
730807,NOVI PAZAR,ZLATARE,17,17
730815,NOVI PAZAR,IVANČA,312,231
730823,NOVI PAZAR,IZBICE,581,488
730831,NOVI PAZAR,JABLANICA,39,39
730840,NOVI PAZAR,JAVOR,30,29
730858,NOVI PAZAR,JANČA,227,196
730866,NOVI PAZAR,JOVA,50,50
730874,NOVI PAZAR,KAŠALJ,63,63
730882,NOVI PAZAR,KOVAČEVO,170,135
730904,NOVI PAZAR,KOŽLJE,176,114
730912,NOVI PAZAR,KOPRIVNICA,60,60
730939,NOVI PAZAR,KOSURIĆE,133,116
730947,NOVI PAZAR,KRUŠEVO,194,159
730955,NOVI PAZAR,KUZMIČEVO,214,190
730963,NOVI PAZAR,LEČA,234,198
730971,NOVI PAZAR,LOPUŽNJE,66,66
730980,NOVI PAZAR,LUKARE,265,235
730998,NOVI PAZAR,LUKARSKO GOŠEVO,339,315
731005,NOVI PAZAR,LUKOCREVO,142,112
731013,NOVI PAZAR,MIŠČIĆE,99,96
731021,NOVI PAZAR,MUR,1061,939
731030,NOVI PAZAR,MUHOVO,311,268
731048,NOVI PAZAR,NEGOTINAC,34,34
731056,NOVI PAZAR,NOVI PAZAR,11017,10431
731064,NOVI PAZAR,ODOJEVIĆE,109,108
731072,NOVI PAZAR,OKOSE,31,31
731099,NOVI PAZAR,OSAONICA,123,117
731102,NOVI PAZAR,OSOJE,423,391
731129,NOVI PAZAR,OHOLJE,68,53
731137,NOVI PAZAR,PAVLJE,140,112
731145,NOVI PAZAR,PARALOVO,391,297
731153,NOVI PAZAR,PASJI POTOK,54,54
731161,NOVI PAZAR,PILARETA,21,21
731170,NOVI PAZAR,POBRĐE,816,716
731188,NOVI PAZAR,POŽEGA,187,114
731196,NOVI PAZAR,POŽEŽINA,80,69
731200,NOVI PAZAR,POLOKCE,111,107
731218,NOVI PAZAR,POPE,148,140
731226,NOVI PAZAR,POSTENJE,1241,1091
731234,NOVI PAZAR,PRĆENOVA,121,108
731242,NOVI PAZAR,PUSTA TUŠIMLJA,42,41
731269,NOVI PAZAR,PUSTOVLAH,42,42
731277,NOVI PAZAR,RADALJICA,163,149
731285,NOVI PAZAR,RAJETIĆE,133,132
731293,NOVI PAZAR,RAJKOVIĆE,32,32
731307,NOVI PAZAR,RAJČINOVIĆE,237,158
731315,NOVI PAZAR,RAJČINOVIĆKA TRNAVA,150,134
731323,NOVI PAZAR,RAKOVAC,13,13
731331,NOVI PAZAR,RAST,34,34
731340,NOVI PAZAR,SEBEČEVO,434,356
731358,NOVI PAZAR,SITNIČE,390,273
731366,NOVI PAZAR,SKUKOVO,23,23
731374,NOVI PAZAR,SLATINA,154,139
731382,NOVI PAZAR,SMILOV LAZ,20,20
731404,NOVI PAZAR,SREDNJA TUŠIMLJA,43,43
731412,NOVI PAZAR,STRADOVO,50,50
731439,NOVI PAZAR,SUDSKO SELO,70,70
731447,NOVI PAZAR,TENKOVO,134,130
731455,NOVI PAZAR,TRNAVA,322,215
731463,NOVI PAZAR,TUNOVO,95,92
731471,NOVI PAZAR,HOTKOVO,80,51
731480,NOVI PAZAR,COKOVIĆE,72,72
731498,NOVI PAZAR,ČAŠIĆ DOLAC,149,132
731501,NOVI PAZAR,ŠAVCI,113,70
731510,NOVI PAZAR,ŠARONJE,256,227
731528,NOVI PAZAR,ŠTITARE,52,50
731536,OBRENOVAC,BALJEVAC,562,363
731544,OBRENOVAC,BARIČ,2701,1787
731552,OBRENOVAC,BELO POLJE,689,551
731579,OBRENOVAC,BRGULICE,222,209
731587,OBRENOVAC,BROVIĆ,367,279
731595,OBRENOVAC,VELIKO POLJE,1008,777
731609,OBRENOVAC,VUKIĆEVICA,287,216
731617,OBRENOVAC,GRABOVAC,1358,1024
731625,OBRENOVAC,DRAŽEVAC,1543,1022
731633,OBRENOVAC,DREN,244,197
731641,OBRENOVAC,ZABREŽJE,958,838
731650,OBRENOVAC,ZVEČKA,2280,2101
731668,OBRENOVAC,JASENAK,619,419
731676,UB,JOŠEVA,278,224
731684,OBRENOVAC,KONATICE,741,539
731692,OBRENOVAC,KRTINSKA,378,359
731706,UB,LONČANIK,317,241
731714,OBRENOVAC,LJUBINIĆ,411,319
731722,UB,MILORCI,194,134
731749,OBRENOVAC,MISLOĐIN,1591,999
731757,OBRENOVAC,OBRENOVAC,2315,1982
731765,OBRENOVAC,ORAŠAC,394,294
731773,OBRENOVAC,PIROMAN,433,331
731781,OBRENOVAC,POLJANE,262,208
731790,OBRENOVAC,RATARI,317,308
731803,OBRENOVAC,RVATI,1715,1413
731811,OBRENOVAC,SKELA,1110,1059
731820,OBRENOVAC,STUBLINE,1443,1089
731838,OBRENOVAC,TRSTENICA,528,392
731854,OBRENOVAC,UŠĆE,560,442
731862,VALJEVO,BEOMUŽEVIĆ,320,177
731889,VALJEVO,BOBOVA,355,177
731897,OSEČINA,BRATAČIĆ,130,71
731919,VALJEVO,VLAŠČIĆ,74,40
731927,VALJEVO,VRAGOČANICA,327,187
731935,VALJEVO,GOLA GLAVA,403,254
731943,VALJEVO,GORNJA BUKOVICA,589,375
731951,OSEČINA,GORNJE CRNILJEVO,258,207
731960,VALJEVO,DONJA BUKOVICA,301,192
731978,OSEČINA,DRAGIJEVICA,330,266
731986,KOCELJEVA,DRUŽETIĆ,346,260
731994,VALJEVO,KAMENICA,693,422
732001,OSEČINA,LOPATANJ,532,402
732010,VALJEVO,MAJINOVIĆ,146,53
732028,VALJEVO,MILIČINICA,680,389
732036,VALJEVO,OGLAĐENOVAC,481,288
732044,OSEČINA,OSEČINA,1233,1010
732052,VALJEVO,OSLADIĆ,501,281
732079,OSEČINA,OSTRUŽANJ,585,444
732087,OSEČINA,PLUŽAC,270,208
732095,VALJEVO,PRIČEVIĆ,422,262
732109,OSEČINA,SIRDIJA,239,232
732117,VALJEVO,SITARICE,149,70
732125,VALJEVO,STANINA REKA,284,195
732133,VALJEVO,STAPAR,141,76
732141,VALJEVO,SUVODANJE,474,245
732150,OSEČINA,TUĐIN,126,100
732168,VALJEVO,TUPANCI,134,69
732176,PALILULA (BEOGRAD),BESNI FOK,230,223
732184,PALILULA (BEOGRAD),BORČA,6534,5577
732192,PALILULA (BEOGRAD),KOVILOVO,611,583
732206,PALILULA (BEOGRAD),KOMAREVA HUMKA,90,86
732214,PALILULA (BEOGRAD),KRNJAČA,2939,2529
732222,PALILULA (BEOGRAD),LEPUŠNICA,11,11
732249,PALILULA (BEOGRAD),OVČA,1569,1361
732257,ĆUPRIJA,BATINAC,427,368
732265,ĆUPRIJA,BIGRENICA,562,231
732273,PARAĆIN,BOŠNJANE,404,280
732281,PARAĆIN,BULJANE,921,657
732290,PARAĆIN,BUSILOVAC,449,242
732303,ĆUPRIJA,VLAŠKA,258,179
732311,PARAĆIN,GLAVICA,619,480
732320,PARAĆIN,GOLUBOVAC,122,61
732338,PARAĆIN,GORNJA MUTNICA,702,496
732346,PARAĆIN,GORNJE VIDOVO I,326,222
732354,PARAĆIN,GORNJE VIDOVO II,12,8
732362,PARAĆIN,DAVIDOVAC,237,152
732389,PARAĆIN,DONJA MUTNICA,694,522
732397,PARAĆIN,DONJE VIDOVO,748,481
732419,PARAĆIN,DRENOVAC,866,558
732427,PARAĆIN,ZABREGA,461,328
732435,ĆUPRIJA,IVANKOVAC,113,104
732443,PARAĆIN,IZVOR,652,529
732451,PARAĆIN,KLAČEVICA,321,197
732460,PARAĆIN,KREŽBINAC,247,141
732478,ĆUPRIJA,KRUŠAR,671,454
732486,PARAĆIN,LEBINA,363,191
732494,PARAĆIN,LEŠJE,241,197
732508,PARAĆIN,MIRILOVAC,473,286
732516,ĆUPRIJA,PALJANE,279,215
732524,PARAĆIN,PARAĆIN,922,658
732532,PARAĆIN,PARAĆIN-GRAD,6629,6204
732559,PARAĆIN,PLANA,752,571
732567,PARAĆIN,POPOVAC,309,258
732575,PARAĆIN,RATARE,272,262
732583,ĆUPRIJA,SENJE,831,587
732591,DESPOTOVAC,SENJSKI RUDNIK,120,106
732605,PARAĆIN,SIKIRICA,477,355
732613,PARAĆIN,STRIŽA,733,676
732621,PARAĆIN,STUBICA,919,679
732630,ĆUPRIJA,SUPSKA,660,457
732648,PARAĆIN,TEKIJA,456,327
732656,ĆUPRIJA,ĆUPRIJA (VAN GRAD),1022,604
732664,ĆUPRIJA,ĆUPRIJA (GRAD),5759,5530
732672,PARAĆIN,ČEPURE,356,328
732699,PARAĆIN,ŠAVAC,279,198
732702,PARAĆIN,ŠALUDOVAC,234,133
732729,PETROVAC NA MLAVI,BISTRICA,646,567
732737,PETROVAC NA MLAVI,BUROVAC,576,511
732745,PETROVAC NA MLAVI,BUSUR,642,542
732753,PETROVAC NA MLAVI,VEZIČEVO,359,282
732761,PETROVAC NA MLAVI,VELIKI POPOVAC,613,561
732770,PETROVAC NA MLAVI,VELIKO LAOLE,1258,1123
732788,PETROVAC NA MLAVI,VITOVNICA,226,169
732796,PETROVAC NA MLAVI,VOŠANOVAC,273,192
732800,PETROVAC NA MLAVI,DOBRNJE,441,365
732818,PETROVAC NA MLAVI,DUBOČKA,444,379
732826,PETROVAC NA MLAVI,ŽDRELO,741,651
732834,PETROVAC NA MLAVI,ZABRĐE,408,358
732842,DESPOTOVAC,ZLATOVO,396,338
732869,PETROVAC NA MLAVI,KAMENOVO,656,578
732877,PETROVAC NA MLAVI,KLADUROVO,461,389
732885,PETROVAC NA MLAVI,KNEŽICA,515,473
732893,MALO CRNIĆE,KOBILJE,684,655
732907,PETROVAC NA MLAVI,KRVIJE,292,263
732915,PETROVAC NA MLAVI,LESKOVAC,271,247
732923,PETROVAC NA MLAVI,LOPUŠNIK,244,224
732931,PETROVAC NA MLAVI,MALO LAOLE,328,215
732940,PETROVAC NA MLAVI,MANASTIRICA,735,634
732958,PETROVAC NA MLAVI,MELNICA,1109,996
732966,PETROVAC NA MLAVI,OREŠKOVICA,621,532
732974,PETROVAC NA MLAVI,PANKOVO,210,188
732982,PETROVAC NA MLAVI,PETROVAC NA MLAVI,3760,3133
733008,PETROVAC NA MLAVI,RANOVAC,1392,1219
733016,PETROVAC NA MLAVI,RAŠANAC,716,650
733024,PETROVAC NA MLAVI,STAMNICA,814,736
733032,PETROVAC NA MLAVI,STARČEVO,294,166
733059,PETROVAC NA MLAVI,TABANOVAC,574,502
733067,PETROVAC NA MLAVI,TRNOVČE,438,385
733075,PETROVAC NA MLAVI,ĆOVDIN,892,736
733083,MALO CRNIĆE,CRLJENAC,513,493
733091,PETROVAC NA MLAVI,ŠETONJE,1122,935
733105,PIROT,BAZOVIK,433,433
733113,PIROT,BARJE ČIFLIK,378,361
733121,PIROT,BASARA,43,43
733130,PIROT,BELA,97,97
733148,PIROT,BERILOVAC,782,640
733156,PIROT,BEROVICA,49,49
733164,PIROT,BLATO,393,392
733172,PIROT,BRLOG,288,287
733199,PIROT,VELIKA LUKANJA,109,103
733202,PIROT,VELIKI JOVANOVAC,256,252
733229,PIROT,VELIKI SUVODOL,308,307
733237,PIROT,VELIKO SELO,211,209
733245,PIROT,VISOČKA RŽANA,211,210
733253,PIROT,VOJNEGOVAC,228,224
733261,PIROT,VRANIŠTE,308,306
733270,PIROT,GNJILAN,1080,1040
733288,PIROT,GOSTUŠA,524,524
733296,PIROT,GRADAŠNICA,658,636
733300,PIROT,GRADIŠTE,94,92
733318,PIROT,DOBRI DO,459,459
733326,PIROT,DOJKINCI,569,568
733334,PIROT,DRŽINA,332,329
733342,PIROT,ZAVOJ,308,299
733369,PIROT,ZASKOVCI,246,245
733377,PIROT,IZVOR,614,533
733385,PIROT,JALBOTINA,110,110
733393,PIROT,JELOVICA,188,188
733407,PIROT,KAMIK,196,196
733415,PIROT,KOPRIVŠTICA,127,127
733423,PIROT,KOSTUR,204,204
733431,PIROT,KRUPAC,845,834
733440,PIROT,KUMANOVO,83,83
733458,PIROT,MALA LUKANJA,31,27
733466,PIROT,MALI JOVANOVAC,77,72
733474,PIROT,MALI SUVODOL,183,182
733482,PIROT,MILOJKOVAC,25,25
733504,PIROT,MIRKOVCI,90,90
733512,PIROT,NIŠOR,300,300
733539,PIROT,OBRENOVAC,93,92
733547,PIROT,OREOVICA,253,253
733555,PIROT,ORLJA,187,187
733563,PIROT,OSMAKOVO,384,383
733571,PIROT,PAKLEŠTICA,291,285
733580,PIROT,PASJAČ,109,109
733598,PIROT,PETROVAC,317,307
733601,PIROT,PIROT-VAN VAROŠ,3202,2750
733610,PIROT,PIROT-GRAD,7167,6744
733628,PIROT,PLANINICA,41,41
733636,PIROT,POKREVENIK,376,376
733644,PIROT,POLJSKA RŽANA,517,487
733652,PIROT,PONOR,225,225
733679,PIROT,PRISJAN,254,254
733687,PIROT,RAGODEŠ,476,475
733695,PIROT,RASNICA,293,291
733709,PIROT,ROSOMAČ,215,215
733717,PIROT,RSOVCI,570,570
733725,PIROT,RUDINJE,476,476
733733,PIROT,SINJA GLAVA,106,106
733741,PIROT,SOPOT,573,567
733750,PIROT,SREĆKOVAC,184,183
733768,PIROT,STANIČENJE,509,507
733776,PIROT,SUKOVO,614,605
733784,PIROT,TEMSKA,1087,1081
733792,PIROT,TOPLI DO,407,401
733806,PIROT,TRNJANA,154,150
733814,PIROT,CEREV DEL,76,76
733822,PIROT,CEROVA,365,365
733849,PIROT,CRVENČEVO,147,145
733857,PIROT,CRNOKLIŠTE,327,317
733865,PIROT,ČINIGLAVCI,352,350
733873,PIROT,ŠUGRIN,284,284
733881,MALO CRNIĆE,ALJUDOVO,112,86
733890,POŽAREVAC,BARE,347,336
733903,POŽAREVAC,BATOVAC,241,237
733911,MALO CRNIĆE,BATUŠA,245,242
733920,POŽAREVAC,BERANJE,253,246
733938,MALO CRNIĆE,BOŽEVAC,804,780
733946,POŽAREVAC,BRADARAC,297,291
733954,POŽAREVAC,BRATINAC,198,197
733962,POŽAREVAC,BREŽANE,459,444
733989,POŽAREVAC,BUBUŠINAC,276,270
733997,MALO CRNIĆE,VELIKO SELO,376,371
734004,MALO CRNIĆE,VELIKO CRNIĆE,304,275
734012,POŽAREVAC,DRAGOVAC,478,474
734039,POŽAREVAC,DRMNO,324,321
734047,POŽAREVAC,DUBRAVICA,521,508
734055,POŽAREVAC,ŽIVICA,267,265
734063,MALO CRNIĆE,ZABREGA,130,124
734071,MALO CRNIĆE,KALIŠTE,261,251
734080,POŽAREVAC,KASIDOL,314,304
734098,KOSTOLAC,KLENOVNIK,374,356
734101,MALO CRNIĆE,KRAVLJI DO,142,74
734110,MALO CRNIĆE,KULA,366,346
734128,POŽAREVAC,LUČICA,1033,999
734136,POŽAREVAC,MALJUREVAC,190,187
734144,MALO CRNIĆE,MALO CRNIĆE,454,428
734152,POŽAREVAC,NABRĐE,100,98
734179,KOSTOLAC,OSTROVO,314,283
734187,KOSTOLAC,PETKA,492,459
734195,POŽAREVAC,POŽAREVAC,10844,9486
734209,POŽAREVAC,POLJANA,754,734
734233,MALO CRNIĆE,SALAKOVAC,428,361
734241,MALO CRNIĆE,SMOLJINAC,850,813
734250,MALO CRNIĆE,TOPONICA,466,452
734268,POŽAREVAC,TRNJANE,371,350
734276,POŽAREVAC,ĆIRIKOVAC,492,454
734284,MALO CRNIĆE,ŠAPINE,491,452
734292,MALO CRNIĆE,ŠLJIVOVAC,93,70
734306,KOSTOLAC,KOSTOLAC-GRAD,2337,2250
734314,KOSTOLAC,KOSTOLAC SELO,439,417
734322,PRIBOJ,BANJA,1405,1073
734349,PRIBOJ,BATKOVIĆI,269,249
734357,PRIBOJ,BUČJE,208,204
734365,PRIBOJ,DOBRILOVIĆI,225,206
734373,PRIBOJ,ZABRĐE,237,236
734381,PRIBOJ,ZABRNJICA,365,361
734390,PRIBOJ,KALAFATI,175,154
734403,PRIBOJ,KALUĐEROVIĆI,146,145
734411,PRIBOJ,KASIDOLI,449,396
734420,PRIBOJ,KRATOVO,547,465
734438,PRIBOJ,KRNJAČA,259,258
734446,PRIBOJ,MAŽIĆI,176,173
734454,PRIBOJ,MILIJEŠ,292,240
734462,PRIBOJ,PRIBOJ,1717,1482
734489,PRIBOJ,PRIBOJSKA GOLEŠA,262,261
734497,PRIBOJ,PRIBOJSKE ČELICE,126,109
734519,PRIBOJ,RAČA,767,605
734527,PRIBOJ,RITOŠIĆI,370,370
734535,PRIBOJ,SJEVERIN,305,245
734543,PRIBOJ,SOČICE,392,388
734551,PRIBOJ,STRMAC,227,225
734560,PRIBOJ,HERCEGOVAČKA GOLEŠA,357,356
734578,PRIBOJ,CRNUZI,328,224
734586,PRIBOJ,ČITLUK,353,339
734594,PRIJEPOLJE,BALIĆI,165,120
734608,PRIJEPOLJE,BARE,65,60
734616,PRIJEPOLJE,BISKUPIĆI,56,55
734624,PRIJEPOLJE,BJELAHOVA,47,42
734632,PRIJEPOLJE,BRAJKOVAC,90,84
734659,PRIJEPOLJE,BRVINE,113,99
734667,PRIJEPOLJE,BRODAREVO,666,498
734675,PRIJEPOLJE,BUKOVIK,74,65
734683,PRIJEPOLJE,VINICKA,216,185
734691,PRIJEPOLJE,VRBOVO,162,150
734705,PRIJEPOLJE,GOJAKOVIĆI,109,96
734713,PRIJEPOLJE,GORNJE BABINE,172,164
734721,PRIJEPOLJE,GORNJI STRANJANI,135,126
734730,PRIJEPOLJE,GOSTUN,77,74
734748,PRIJEPOLJE,GRAČANICA,82,62
734756,PRIJEPOLJE,GROBNICE,132,100
734764,PRIJEPOLJE,DIVCI,309,264
734772,PRIJEPOLJE,DONJE BABINE,282,260
734799,PRIJEPOLJE,DONJI STRANJANI,192,190
734802,PRIJEPOLJE,DRENOVA,242,204
734829,PRIJEPOLJE,DUŠMANIĆI,144,114
734837,PRIJEPOLJE,ĐURAŠIĆI,180,152
734845,PRIJEPOLJE,ZABRDNJI TOCI,112,105
734853,PRIJEPOLJE,ZAVINOGRAĐE,414,322
734861,PRIJEPOLJE,ZALUG,266,250
734870,PRIJEPOLJE,ZASTUP,118,109
734888,PRIJEPOLJE,ZVIJEZD,80,75
734896,PRIJEPOLJE,IVANJE,519,404
734900,PRIJEPOLJE,IVEZIĆI,90,81
734918,PRIJEPOLJE,IZBIČANJ,44,41
734926,PRIJEPOLJE,JABUKA,272,222
734934,PRIJEPOLJE,JUNČEVIĆI,200,163
734942,PRIJEPOLJE,KAMENA GORA,265,221
734969,PRIJEPOLJE,KAROŠEVINA,134,111
734977,PRIJEPOLJE,KAĆEVO,192,183
734985,PRIJEPOLJE,KOVAČEVAC,854,666
734993,PRIJEPOLJE,KOLOVRAT,124,96
735019,PRIJEPOLJE,KOPRIVNA,80,79
735027,PRIJEPOLJE,KOSATICA,467,439
735035,PRIJEPOLJE,KOŠEVINE,461,368
735043,PRIJEPOLJE,KRUŠEVO,46,42
735051,PRIJEPOLJE,KUČIN,110,99
735060,PRIJEPOLJE,MATARUGE,107,87
735078,PRIJEPOLJE,MEĐANI,75,69
735086,PRIJEPOLJE,MILAKOVIĆI,92,91
735094,PRIJEPOLJE,MILEŠEVO,84,75
735108,PRIJEPOLJE,MILJEVIĆI,467,366
735116,PRIJEPOLJE,MRČKOVINA,60,57
735124,PRIJEPOLJE,MUŠKOVINA,39,37
735132,PRIJEPOLJE,ORAOVAC,178,143
735159,PRIJEPOLJE,ORAŠAC,164,147
735167,PRIJEPOLJE,OSOJE,229,170
735175,PRIJEPOLJE,OŠTRA STIJENA,83,77
735183,PRIJEPOLJE,POTKRŠ,43,41
735191,PRIJEPOLJE,POTOK,87,75
735205,PRIJEPOLJE,PRAVOŠEVO,143,134
735213,PRIJEPOLJE,PRIJEPOLJE,3303,2795
735221,PRIJEPOLJE,RASNO,201,154
735230,PRIJEPOLJE,RATAJSKA,579,419
735248,PRIJEPOLJE,SEDOBRO,692,504
735256,PRIJEPOLJE,SELJANE,137,109
735264,PRIJEPOLJE,SELJAŠNICA,328,248
735272,PRIJEPOLJE,SKOKUĆE,166,142
735299,PRIJEPOLJE,SLATINA,124,102
735302,PRIJEPOLJE,SOPOTNICA,144,134
735329,PRIJEPOLJE,TAŠEVO,129,100
735337,PRIJEPOLJE,HISARDŽIK,192,156
735345,PRIJEPOLJE,HRTA,108,100
735353,PRIJEPOLJE,CRKVENI TOCI,122,117
735361,PRIJEPOLJE,ČAUŠEVIĆI,81,65
735370,PRIJEPOLJE,DŽUROVO,128,122
735388,PROKUPLJE,ARBANAŠKA,95,94
735396,PROKUPLJE,BABOTINAC,124,114
735400,PROKUPLJE,BACE,181,175
735418,PROKUPLJE,BELA VODA,97,94
735426,PROKUPLJE,BELOGOŠ,70,66
735434,PROKUPLJE,BELOLJIN,307,285
735442,PROKUPLJE,BRESNIK,32,32
735469,PROKUPLJE,BRESNIČIĆ,268,256
735477,PROKUPLJE,BUKOLORAM,18,18
735485,PROKUPLJE,BULATOVAC,121,116
735493,PROKUPLJE,VELIKA PLANA,761,745
735507,PROKUPLJE,VIČA,87,85
735515,PROKUPLJE,VLASA,19,19
735523,PROKUPLJE,VLASOVO,139,136
735531,PROKUPLJE,VODICE,111,108
735540,PROKUPLJE,GOJINOVAC,59,55
735558,PROKUPLJE,GORNJA BEJAŠNICA,87,87
735566,PROKUPLJE,GORNJA BRESNICA,171,168
735574,PROKUPLJE,GORNJA KONJUŠA,99,96
735582,PROKUPLJE,GORNJA REČICA,98,95
