"LokalitetId","Opstina","Mesto","Ulica","KucniBroj","Sprat","Stan","BiracaPrebivaliste","BiracaBoraviste","Timestamp"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","11.НОВЕМБАР","1","","","1","0","1779095412"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","11.НОВЕМБАР","3","","","3","0","1779095420"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","11.НОВЕМБАР","5","","","9","0","1779095431"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","11.НОВЕМБАР","7","","","2","0","1779095438"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","1","","","2","0","1779095449"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","2","","","13","0","1779095457"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","2","","11","2","0","1779095457"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","2/12","","","1","0","1779095465"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","2-А","","","5","0","1779095473"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","2-Б","","","6","0","1779095481"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","3","","","1","0","1779095490"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","4","","","2","0","1779095501"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","6-А","","","1","0","1779095511"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","8","","","2","0","1779095519"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","8-А","","","1","0","1779095528"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","10","","","2","0","1779095538"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","11","","","2","0","1779095556"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","12","","","1","0","1779095565"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","16","","","1","0","1779095575"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","18","","","1","0","1779095585"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","19","","","1","0","1779095595"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","21","","","1","0","1779095601"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","23","0","0","1","0","1779095611"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","24","","","1","0","1779095619"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","25","","","1","0","1779095627"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","27","","","4","0","1779095636"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","28","","","2","0","1779095676"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","30","","","2","0","1779095684"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","31","","","1","0","1779095691"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","32","","","1","0","1779095699"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","34","","","5","0","1779095708"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","37","","","1","0","1779095717"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","38","","","5","0","1779095727"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","39","","","2","0","1779095735"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","42","","","2","0","1779095743"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","43-А","","","2","0","1779095753"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","44","","","1","0","1779095763"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","45","","","4","0","1779095771"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","46","","","2","0","1779095779"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","48","","","2","0","1779095787"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","49","","","1","0","1779095797"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","51","","","4","0","1779095806"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","52","","","2","0","1779095814"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","53","","","1","0","1779095822"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","54","","","4","0","1779095832"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","55","","","1","0","1779095841"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","56","","","4","0","1779095852"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","57","","","1","0","1779095861"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","59","","","3","0","1779095933"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","60","","","3","0","1779095943"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","61","","","3","0","1779095951"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","62","","","3","0","1779095959"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","63","","","6","0","1779095966"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","64","","","3","0","1779095974"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","65","","","1","0","1779095983"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","65-Б","","","1","0","1779095992"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","66","","","6","0","1779096001"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","66-А","","","1","0","1779096010"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","67","","","3","0","1779096017"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","68","","","3","0","1779096027"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","70","","","2","0","1779096058"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","13.ЈУЛИ","74","","","4","0","1779096069"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","15.МАЈ","1","","","2","0","1779096075"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","15.МАЈ","3","","","2","0","1779096083"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","15.МАЈ","3-А","","","3","0","1779096095"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","15.МАЈ","5","","","1","0","1779096108"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","15.МАЈ","6","","","1","0","1779096119"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","15.МАЈ","8","","","2","0","1779096126"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","15.МАЈ","9","","","2","0","1779096134"
"250","МАЛИ ИЂОШ","ЛОВЋЕНАЦ","15.МАЈ","10","","","5","0","1779096148"
