"LokalitetId","Opstina","Mesto","Ulica","KucniBroj","Sprat","Stan","BiracaPrebivaliste","BiracaBoraviste","Timestamp"
"400","КОСОВО ПОЉЕ","АРИЉАЧА","АРИЉАЧА","0","","","2","0","1779038722"
"400","КОСОВО ПОЉЕ","АРИЉАЧА","НЕМА УЛИЦЕ","0","","","1","0","1779038733"
"400","КОСОВО ПОЉЕ","БАТУСЕ","БАТУСЕ","0","","","178","2","1779038743"
"400","КОСОВО ПОЉЕ","БРЕСЈЕ","БРЕСЈЕ","0","","","119","0","1779038782"
"400","КОСОВО ПОЉЕ","БРЕСЈЕ","БРЕСЈЕ","1","","","1","0","1779038791"
"400","КОСОВО ПОЉЕ","БРЕСЈЕ","БРЕСЈЕ","39","","","2","0","1779038808"
"400","КОСОВО ПОЉЕ","БРЕСЈЕ","БРЕСЈЕ","42","","","1","0","1779038818"
"400","КОСОВО ПОЉЕ","БРЕСЈЕ","БРЕСЈЕ ББ","0","","","2","0","1779038828"
"400","КОСОВО ПОЉЕ","БРЕСЈЕ","МИЛОША ОБИЛИЋА","2/08","","004","1","0","1779038843"
"400","КОСОВО ПОЉЕ","БРЕСЈЕ","НЕМА УЛИЦА","0","","","4","0","1779038852"
"400","КОСОВО ПОЉЕ","БРЕСЈЕ","НЕМА УЛИЦЕ","0","","","9","0","1779038859"
"400","КОСОВО ПОЉЕ","ВЕЛИКА СЛАТИНА","ВЕЛИКА СЛАТИНА","0","","","4","0","1779038873"
"400","КОСОВО ПОЉЕ","ВЕЛИКА СЛАТИНА","НЕМА УЛИЦЕ","0","","","4","0","1779038884"
"400","КОСОВО ПОЉЕ","ВЕЛИКИ БЕЛАЋЕВАЦ","ВЕЛИКИ БЕЛАЋЕВАЦ","0","","","1","0","1779038895"
"400","КОСОВО ПОЉЕ","ВЕЛИКИ БЕЛАЋЕВАЦ","НЕМА УЛИЦЕ","0","","","7","0","1779038904"
"400","КОСОВО ПОЉЕ","ВРАГОЛИЈА","ВРАГОЛИЈА","0","","","1","0","1779038912"
"400","КОСОВО ПОЉЕ","ВРАГОЛИЈА","НЕМА УЛИЦЕ","0","","","2","0","1779038922"
"400","КОСОВО ПОЉЕ","ГОРЊЕ ДОБРЕВО","ГОРЊЕ ДОБРЕВО","0","","","3","0","1779038948"
"400","КОСОВО ПОЉЕ","ГОРЊЕ ДОБРЕВО","НЕМА УЛИЦЕ","0","","","2","0","1779038960"
"400","КОСОВО ПОЉЕ","ДОБРИ ДУБ","НЕМА УЛИЦЕ","0","","","1","0","1779038970"
"400","КОСОВО ПОЉЕ","КОНАРЕВО","КОНАРЕВО","741","","","1","0","1779038981"
"400","КОСОВО ПОЉЕ","КОСОВО ПОЉЕ","АМЕРИЧКА","5","","","1","0","1779038990"
"400","КОСОВО ПОЉЕ","КОСОВО ПОЉЕ","БАНОВИЋ СТРАХИЊЕ","4","","","1","0","1779039005"
"400","КОСОВО ПОЉЕ","КОСОВО ПОЉЕ","БАНОВИЋ СТРАХИЊЕ","5/А","","","1","0","1779039017"
"400","КОСОВО ПОЉЕ","КОСОВО ПОЉЕ","БАНОВИЋ СТРАХИЊЕ","7","","","1","0","1779039024"
"400","КОСОВО ПОЉЕ","КОСОВО ПОЉЕ","БАТУСЕ","0","","","3","0","1779039033"
"400","КОСОВО ПОЉЕ","КОСОВО ПОЉЕ","БОРЕ СТАНКОВИЋА","3","","","1","0","1779039044"
"400","КОСОВО ПОЉЕ","КОСОВО ПОЉЕ","БОРЕ СТАНКОВИЋА","8","","","1","0","1779039054"
"400","КОСОВО ПОЉЕ","КОСОВО ПОЉЕ","БРАНИСЛАВА НУШИЋА","12","","","1","0","1779039063"
"400","КОСОВО ПОЉЕ","КОСОВО ПОЉЕ","БРАНИСЛАВА НУШИЋА","17","","","1","0","1779039070"
"400","КОСОВО ПОЉЕ","КОСОВО ПОЉЕ","БРАНИСЛАВА НУШИЋА","20","","","1","0","1779039076"
