"LokalitetId","Opstina","Mesto","Ulica","KucniBroj","Sprat","Stan","BiracaPrebivaliste","BiracaBoraviste"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","1","","","35","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","1-А","","","36","1"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","1-Б","","","12","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","1-Д","","","6","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","2","","","22","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","2-А","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","3","","","27","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","3-А","","","23","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","3-Б","","","35","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","4","","","38","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","5","","","40","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","5","","20","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","6","","","59","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","6","","11","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","7","","","29","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","8","","","60","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","8-А","","","82","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","8-Б","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","8-В","","","5","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","8-Г","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","8-Д","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","8-Ђ","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","8-Е","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","9","","","25","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","9","3","15","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","10","","","41","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","11","","","41","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","11-А","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","11-Б","","","36","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","13","","","31","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","15","","","22","1"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","17","","","31","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АДМИРАЛА ГЕПРАТА","19","","","5","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ГЛИШИЋА","2","","","26","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ГЛИШИЋА","2-А","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ГЛИШИЋА","4","","","14","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ГЛИШИЋА","6","","","26","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","1","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","2","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","3","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","3-А","","","7","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","3-Б","","","5","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","4","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","5","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","6","","","16","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","6-А","","","5","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","7","","","11","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","8","","","10","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","9","","","10","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","10","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","11","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","13","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","13-А","","","10","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","15","","","9","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","16","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","17","","","16","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","18","","","7","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","18-А","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","19","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","20","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","23","","","6","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","24","","","5","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","25","","","6","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","27","","","7","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","27-А","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","29","","","6","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА СТАМБОЛИСКОГ","31","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","1","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","2","","","5","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","2-В","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","2-Д","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","2-Ђ","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","3","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","3-А","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","3-Б","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","3-В","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","3-Г","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","4","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","5","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","6","","","9","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","7","","","8","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","7-А","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","9","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","9-А","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","10","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","11","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","12","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСАНДРА ТИРНАНИЋА ТИРКЕТА","13","","","12","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСЕ БАЧВАНСКОГ","1","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСЕ БАЧВАНСКОГ","2","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСЕ БАЧВАНСКОГ","3","","","10","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСЕ БАЧВАНСКОГ","5","","","18","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСЕ БАЧВАНСКОГ","6","","","6","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСЕ БАЧВАНСКОГ","7","","","17","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСЕ БАЧВАНСКОГ","9","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСЕ БАЧВАНСКОГ","11","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСЕ БАЧВАНСКОГ","13","","","13","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСЕ БАЧВАНСКОГ","14","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСЕ БАЧВАНСКОГ","16","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСЕ БАЧВАНСКОГ","17","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСЕ БАЧВАНСКОГ","18","","","6","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСЕ БАЧВАНСКОГ","19","","","14","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСЕ БАЧВАНСКОГ","20","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АЛЕКСЕ БАЧВАНСКОГ","21","","","12","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","4","","","21","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","6","","","12","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","7","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","8","","","12","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","9","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","10","","","12","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","11","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","12-А","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","12-Б","","","9","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","13","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","16","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","17-А","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","18","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","23-А","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","25","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","25-А","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","27","","","5","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АНДРЕ НИКОЛИЋА","29","","","6","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АСТАНА","2","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АСТАНА","4","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АСТАНА","6","","","5","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АСТАНА","8","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АСТАНА","10","","","11","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АСТАНА","12","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АТИНСКА","1-А","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АТИНСКА","2","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АТИНСКА","3","","","5","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АТИНСКА","5","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","АТИНСКА","7","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","24","","","38","4"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","26","","","11","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","28","","","13","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","29","","","11","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","30","","","21","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","31","","","24","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","32","","","56","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","33","","","8","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","34","","","8","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","36","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","38","","","26","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","40","","","31","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","41","","","6","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","42","","","36","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","43","","","13","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","46","","","36","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","47","","","35","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","48","","","38","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","49","","","35","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЛКАНСКА","51","","","39","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","1-А","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","3","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","3-А","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","5","","","5","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","5-А","","","6","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","5-Б","","","7","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","6","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","7","","","6","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","12","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","14","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","16","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","22","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","24","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","26","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","28","","","9","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","30","","","8","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","32","","","11","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","34","","","8","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАЊИЧКИХ ЖРТАВА","36","","","6","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАРА ВЕНЕЦИЈА","24","","","5","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАРА ВЕНЕЦИЈА","55","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БАХТИЈАРА ВАГАБЗАДЕ","8","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БЕЛГИЈСКА","1","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БЕЛГИЈСКА","1-А","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БЕЛГИЈСКА","1-Б","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БЕЛГИЈСКА","2","","","2","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БЕЛГИЈСКА","4","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БЕЛГИЈСКА","5","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БЕЛГИЈСКА","6","","","17","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БЕЛГИЈСКА","6-А","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БЕЛГИЈСКА","7","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БЕЛГИЈСКА","8","","","3","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БЕЛОЦРКВАНСКА","1","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИНИЧКОГ","1","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИНИЧКОГ","2","","","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИНИЧКОГ","4","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","2","","","40","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","2-А","","","33","1"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","4","","","33","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","4-А","","","71","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","7","","","7","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","8","","","39","1"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","10","","","38","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","12","","","29","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","13","","","25","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","15","","","31","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","16","","","34","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","16-А","","","49","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","16-Б","","","59","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","16-Б","7","29","1","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","16-В","","","4","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","16-Г","","","5","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","17","","","14","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","17-А","","","41","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","18","","","31","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","19","","","8","0"
"439","БЕОГРАД-САВСКИ ВЕНАЦ","БЕОГРАД","БИРЧАНИНОВА","20","","","31","0"
