"LokalitetId","Opstina","Mesto","Ulica","KucniBroj","Sprat","Stan","BiracaPrebivaliste","BiracaBoraviste","Timestamp"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","БРАЋЕ СТАНКОВИЋА","7","","","5","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","БРАЋЕ СТАНКОВИЋА","11","","","2","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","БРАЋЕ СТАНКОВИЋА","13","","","5","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","БРАЋЕ СТАНКОВИЋА","17","","","1","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","1","","","6","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","3","","","3","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","4","","","4","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","7","","","2","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","8","","","4","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","14","","","2","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","16","","","4","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","18","","","1","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","20","","","4","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","22","","","5","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","24","","","5","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","26","","","4","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","30","","","3","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","38","","","6","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","40","","","1","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","44","","","2","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","46","","","1","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","50","","","4","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ГВОЗДЕНА СТАНОЈЕВИЋА","52","","","2","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ЖИВОРАДА БОГИЋА","0","","","7","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ЖИВОРАДА БОГИЋА","2","","","3","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ЖИВОРАДА БОГИЋА","3","","","2","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ЖИВОРАДА БОГИЋА","4","","","4","0","1779013200"
"311","ВЕЛИКО ГРАДИШТЕ","БИСКУПЉЕ","ЖИВОРАДА БОГИЋА","5","","","4","0","1779013200"
