"LokalitetId","Opstina","Mesto","Ulica","KucniBroj","Sprat","Stan","BiracaPrebivaliste","BiracaBoraviste"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","50","","","3","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","55","","","3","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","67","","","1","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","71","","","1","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","80","","","1","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","82","","","1","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","89","","","3","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","101","","","2","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","108","","","2","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","114","","","1","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","124","","","1","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","128","","","1","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","130","","","2","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","140","","","2","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","154","","","1","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","155","","","1","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","167","","","1","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","172","","","1","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","193","","","2","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","193-А","","","3","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","194","","","1","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","199-А","","","1","0"
"377","БЛАЦЕ","БАРБАТОВАЦ","БАРБАТОВАЦ","209","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","7 .ЈУЛА","0","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","0","","","56","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","1","","","23","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","1","","1","1","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","1","","10","1","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","1","","11","2","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","1","","16","2","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","1","","3","1","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","1","","4","2","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","2","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","4","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","5","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","7","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","9","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","12","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","14","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","15","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","16","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","17","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","18","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","19","","","5","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","21","","","6","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","22","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","23","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","24","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","25","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","26","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","28","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","29","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","30","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","32","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","34","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","35","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","36","","","6","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","37","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","38","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","39","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","40","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","41","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","42","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","43","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","44","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","45","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","47","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","48","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","49","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","50","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","51","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","52","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","56","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","59","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","61","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","62","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","63","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","65","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","67","","","5","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","68-А","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","69","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","70","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","БРАЋЕ ВУКСАНОВИЋ","82","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВАСЕ ПЕЛАГИЋА","1","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВАСЕ ПЕЛАГИЋА","5","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВАСЕ ПЕЛАГИЋА","11","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","0","","","57","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","1","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","2","","","7","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","3","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","3-В","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","4","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","5","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","6","","","7","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","7","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","8","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","9","","","6","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","10","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","11","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","13","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","14-А","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","17","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","18","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","20","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","21","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","26","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","28","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","30","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","32","","","5","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","36","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","38","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","40","","","5","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","42","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","44","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","48","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","52","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","54","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВИДОВДАНСКА","56","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","0","","","41","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","1","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","3","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","5","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","6","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","7","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","8","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","9","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","10","","","9","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","10-А","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","11","","","6","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","12","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","13","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","15","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","17","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","19","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","22","","","8","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","23","","","8","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","24","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","27","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","27-А","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","29","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","31","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","33","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ МИШИЋА","66","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","0","","","69","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","1","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","2","","","7","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","4","","","5","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","4-В","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","5","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","6","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","7","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","8","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","9","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","12","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","13","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","15","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","16","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","17","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","19","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","20","","","4","1"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","21","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","25","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","27","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","28","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","29","","","1","1"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","30","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","31","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","32-В","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","33","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","34","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","34-В","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","36","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","40","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","41","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","42","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","43","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","43-А","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","44","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","45","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","49","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","50","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","50-А","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","50-В","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","50-Г","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","51","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","52","","","5","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","56","","","5","2"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","58","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","60","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","61","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","62","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","64","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","65","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","67","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","71","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","73","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","74","","","5","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","75","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","76","","","4","1"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","78","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","81","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","82-А","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","83","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","84","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","86","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","87","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","88","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","89","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","89-В","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","89-Д","","","0","1"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","90","","","4","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","91","","","5","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","92","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","94","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","95","","","4","2"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","99","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВОЈВОДЕ СТЕПЕ","101","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","0","","","8","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","1","","","20","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","1","","1","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","1","","11","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","1","","12","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","1","","17","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","1","","20","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","1","","5","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","1","","6","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","1","","7","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","1","","9","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","2","","","5","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","3","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","4","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","6","","","6","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","10","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","12","","","6","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","14","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","16","","","5","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","18","","","5","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","24","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","28","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","34","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","46","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","48","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ВУКА КАРАЏИЋА","52","","","3","0"
"377","БЛАЦЕ","БЛАЦЕ","ДАНИЛА БАТЕ СТОЈКОВИЋА","2","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ДЕВЕТ ЈУГОВИЋА","1","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ДЕВЕТ ЈУГОВИЋА","4","","","6","0"
"377","БЛАЦЕ","БЛАЦЕ","ДЕВЕТ ЈУГОВИЋА","5","","","5","0"
"377","БЛАЦЕ","БЛАЦЕ","ДЕВЕТ ЈУГОВИЋА","7","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ДЕВЕТ ЈУГОВИЋА","8","","","2","0"
"377","БЛАЦЕ","БЛАЦЕ","ДЕВЕТ ЈУГОВИЋА","9","","","5","0"
"377","БЛАЦЕ","БЛАЦЕ","ДЕВЕТ ЈУГОВИЋА","10","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ДЕВЕТ ЈУГОВИЋА","13","","","1","0"
"377","БЛАЦЕ","БЛАЦЕ","ДОБРИВОЈА СТОШОВИЋА","0","","","69","0"
"377","БЛАЦЕ","БЛАЦЕ","ДОБРИВОЈА СТОШОВИЋА","0","0","0","1","0"
