"LokalitetId","Opstina","Mesto","Ulica","KucniBroj","Sprat","Stan","BiracaPrebivaliste","BiracaBoraviste","Timestamp"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","1. МАЈА","1","","","6","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","1. МАЈА","2","","","4","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","1. МАЈА","3","","","1","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","1. МАЈА","4","","","1","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","1. МАЈА","5","","","3","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","1. МАЈА","6","","","6","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","1. МАЈА","8","","","8","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","1. МАЈА","12","","","2","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","1. МАЈА","14","","","4","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","1. МАЈА","16","","","3","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","1","","","2","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","2","","","2","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","3","","","2","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","5","","","4","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","6","","","1","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","7","","","5","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","8","","","6","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","9","","","2","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","10","","","4","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","12","","","5","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","13","","","4","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","14","","","3","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","15","","","4","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","16","","","7","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","17","","","2","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","18","","","5","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","19","","","2","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","20","","","4","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","22","","","1","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","23","","","3","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","24","","","2","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","25","","","3","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","26","","","2","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","27","","","4","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","28","","","1","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","29","","","6","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","30","","","3","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","31","","","1","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","32","","","2","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","33","","","1","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","34","","","3","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","35","","","5","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","37","","","3","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","38","","","1","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","40","","","1","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","42","","","4","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","43","","","3","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","44","","","2","0","1779013192"
"276","БАЧКА ПАЛАНКА","БАЧКА ПАЛАНКА","20. ОКТОБРА","46","","","4","0","1779013192"
