"LokalitetId","Opstina","Mesto","Ulica","KucniBroj","Sprat","Stan","BiracaPrebivaliste","BiracaBoraviste","Timestamp"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БАБИНА ПОЉАНА","БАБИНА ПОЉАНА","46","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БАБИНА ПОЉАНА","ЗАСЕЛАК ПОСТАЛИЦА","8","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БАБИНА ПОЉАНА","НЕМА УЛИЦЕ","0","","","8","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БОЈКИНА ЧУКА","76","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","1","","","2","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","2","","","2","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","8","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","35","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","44","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","45","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","78","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","98-А","","","2","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","110","","","2","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","113-В","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","114","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","114-А","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","116","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","116-А","","","2","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","117","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","123","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","133","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","134","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","140","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","175","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","183","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","191","","","3","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЦ","193","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","1-А","","","4","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","3","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","3-А","","","3","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","11","","","2","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","12-Б","","","4","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","13","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","15","","","2","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","18","","","2","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","24","","","2","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","25","","","3","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","27","","","3","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","34","","","4","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","41","","","3","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","43","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","45","","","3","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","49","","","3","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","51","","","4","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","53","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","59","","","1","0","1779013190"
"74247","ВРАЊЕ-ВРАЊСКА БАЊА","БУЈКОВАЦ","БУЈКОВАЧКА","61","","","2","0","1779013190"
