"LokalitetId","Opstina","Mesto","Ulica","KucniBroj","Sprat","Stan","BiracaPrebivaliste","BiracaBoraviste","Timestamp"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","БРАНЕ ЦРНЧЕВИЋА","0","","","1","0","1779029160"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","БРАНЕ ЦРНЧЕВИЋА","7","","","1","0","1779029169"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","БРАЋЕ РАДОСАВЉЕВИЋ","0","","","7","0","1779029181"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","БРАЋЕ РАДОСАВЉЕВИЋ","1-А","","","2","0","1779029203"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","БРАЋЕ РАДОСАВЉЕВИЋ","10","","","2","0","1779029212"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","БРАЋЕ РАДОСАВЉЕВИЋ","23","","","1","0","1779029225"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","БРАЋЕ РАДОСАВЉЕВИЋ","27","","","4","0","1779029235"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","БРАЋЕ РАДОСАВЉЕВИЋ","39","","","1","0","1779029246"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","БРАЋЕ РАДОСАВЉЕВИЋ","43","","","3","0","1779029256"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","ВИНСКА","30","","","1","0","1779029265"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","ВОЈВОЂАНСКА","11","","","1","0","1779029277"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","ЛИВАДСКА","21","","","1","0","1779029285"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","МАНАСТИРСКИ ПУТ","43","","","2","0","1779029313"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","ПАНОНСКА","0","","","2","0","1779029322"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","ПАНОНСКА","26","","","1","0","1779029345"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","ПАРТИЗАНСКИ ПУТ","0","","","10","0","1779029356"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","ПАРТИЗАНСКИ ПУТ","45","","","2","0","1779029364"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","ПАРТИЗАНСКИ ПУТ","115","","","1","0","1779029372"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","ПРЕСВЕТЕ БОГОРОДИЦЕ","30","","","1","0","1779029386"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","ПРЕСВЕТЕ БОГОРОДИЦЕ","48","","","1","0","1779029394"
"288","ИРИГ","ВЕЛИКА РЕМЕТА","СРЕМСКИХ БРАНКОВИЋА","23","","","1","0","1779029403"
"288","ИРИГ","ВРДНИК","26. ОКТОБАР","1","","","1","0","1779029414"
"288","ИРИГ","ВРДНИК","26. ОКТОБАР","3","","","2","0","1779029426"
"288","ИРИГ","ВРДНИК","26. ОКТОБАР","6","","","3","0","1779029434"
"288","ИРИГ","ВРДНИК","26. ОКТОБАР","8","","","3","0","1779029445"
"288","ИРИГ","ВРДНИК","26. ОКТОБАР","13","","","4","0","1779029455"
"288","ИРИГ","ВРДНИК","26. ОКТОБАР","15","","","3","0","1779029466"
"288","ИРИГ","ВРДНИК","26. ОКТОБАР","16","","","1","0","1779029478"
"288","ИРИГ","ВРДНИК","26. ОКТОБАР","17-А","","","3","0","1779029489"
"288","ИРИГ","ВРДНИК","26. ОКТОБАР","18","","","1","0","1779029501"
"288","ИРИГ","ВРДНИК","26. ОКТОБАР","20","","","1","0","1779029541"
"288","ИРИГ","ВРДНИК","26. ОКТОБАР","21","","","1","0","1779029553"
"288","ИРИГ","ВРДНИК","26. ОКТОБАР","22","","","3","0","1779029562"
"288","ИРИГ","ВРДНИК","26. ОКТОБАР","23","","","1","0","1779029572"
"288","ИРИГ","ВРДНИК","26. ОКТОБАР","25","","","1","0","1779029586"
