"LokalitetId","Opstina","Mesto","Ulica","KucniBroj","Sprat","Stan","BiracaPrebivaliste","BiracaBoraviste","Timestamp"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","БАЉЕВАЧКИ ПУТ","1","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","БАЉЕВАЧКИ ПУТ","6-А","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","БАЉЕВАЧКИ ПУТ","6-Б","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","БАЉЕВАЧКИ ПУТ","6-Г","","","4","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","БАЉЕВАЧКИ ПУТ","7","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","БАЉЕВАЧКИ ПУТ","9","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","БАЉЕВАЧКИ ПУТ","15-Б","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","БОЖУРОВА","3","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","БОЖУРОВА","8","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","БОЖУРОВА","11","","","4","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","БОЖУРОВА","14","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","БОЖУРОВА","16","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ВЕЛИКЕ ЛИВАДЕ","2","","","3","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ВЛАДЕ ДИВЉАНА","8","","","5","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ВРБОВАЧКЕ ШЕВАРЕ","1","","","3","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ВРБОВАЧКЕ ШЕВАРЕ","9","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ВРБОВАЧКЕ ШЕВАРЕ","9-Б","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ВРБОВАЧКЕ ШЕВАРЕ","61","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ВРБОВАЧКЕ ШЕВАРЕ","63","","","3","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ДРЕЊЕ","6","","","4","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ДУБРАВЕ","3","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ДУБРАВСКА","7-А","","","4","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ДУБРАВСКА","33","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ДУБРАВСКА","42","","","3","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ДУБРАВСКА","55","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","1","","","3","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","5","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","12","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","14","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","20","","","5","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","24","","","6","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","24-Б","","","3","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","28","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","45","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","46-А","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","50","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","63","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","67","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","69-Б","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","70","","","3","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","71","","","3","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","73","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","77","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","79","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","80","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","81","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","83","","","3","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","84","","","3","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","85","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","86","","","2","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","87","","","3","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","91","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","96","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","98","","","4","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","101","","","3","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","115","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","117","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","120","","","3","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","121","","","1","0","1779013192"
"436","БЕОГРАД-ОБРЕНОВАЦ","БАЉЕВАЦ","ЖИВКОВИЋЕВА","122-Б","","","2","0","1779013192"
