"LokalitetId","Opstina","Mesto","Ulica","KucniBroj","Sprat","Stan","BiracaPrebivaliste","BiracaBoraviste"
"337","БОЉЕВАЦ","БОЉЕВАЦ","АРИСТИДИС ГРАМАНИДИС","14","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","БОЉЕВАЧКИ ПАРТИЗАНСКИ ОДРЕД","0","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","БОЉЕВАЧКИ ПАРТИЗАНСКИ ОДРЕД","1","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","БОЉЕВАЧКИ ПАРТИЗАНСКИ ОДРЕД","2","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","БОЉЕВАЧКИ ПАРТИЗАНСКИ ОДРЕД","4","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","БОЉЕВАЧКИ ПАРТИЗАНСКИ ОДРЕД","5","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","БОЉЕВАЧКИ ПАРТИЗАНСКИ ОДРЕД","9","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","БОЉЕВАЧКИ ПАРТИЗАНСКИ ОДРЕД","10","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","БОЉЕВАЧКИ ПАРТИЗАНСКИ ОДРЕД","18","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","БУКОВИЧКА","2","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","БУКОВИЧКА","4","","","7","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","БУКОВИЧКА","6","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","БУКОВИЧКА","8","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","0","","","8","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","2","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","4","","","10","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","7","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","8","","","6","1"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","9","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","10","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","11","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","12","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","13","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","15","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","16","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","17","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","18","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","19","","","8","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","20","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","26","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","27","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","28","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","29","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","30","","","8","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","31","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","32","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","33","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","34","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","48","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВАЛАКОЊСКА","56","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВИДОВДАНСКА","1","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВИДОВДАНСКА","3","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВИДОВДАНСКА","5","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВИДОВДАНСКА","7","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВИДОВДАНСКА","9","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВИДОВДАНСКА","11","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВИДОВДАНСКА","19","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВИДОВДАНСКА","21","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВИДОВДАНСКА","23","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВИДОВДАНСКА","25","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВИДОВДАНСКА","27","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВИДОВДАНСКА","29","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВОЈВОДЕ ПУТНИКА","7","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВОЈВОДЕ ПУТНИКА","9","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВОЈВОДЕ ПУТНИКА","11","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВОЈВОДЕ ПУТНИКА","13","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВОЈВОДЕ ПУТНИКА","15","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВОЈВОДЕ ПУТНИКА","17","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВОЈВОДЕ ПУТНИКА","19","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВОЈВОДЕ ПУТНИКА","21","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВУКА КАРАЏИЋА","2","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВУКА КАРАЏИЋА","4","","","8","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВУКА КАРАЏИЋА","6","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВУКА КАРАЏИЋА","7","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВУКА КАРАЏИЋА","8","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВУКА КАРАЏИЋА","10","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВУКА КАРАЏИЋА","11","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВУКА КАРАЏИЋА","12","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВУКА КАРАЏИЋА","14","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВУКА КАРАЏИЋА","17","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВУКА КАРАЏИЋА","18","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВУКА КАРАЏИЋА","19","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВУКА КАРАЏИЋА","20","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВУКА КАРАЏИЋА","21","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ВУКА КАРАЏИЋА","24","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","0","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","2","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","5","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","9","","","8","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","10","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","11","","","8","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","13","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","13","","4","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","13","","6","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","14","","","10","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","15","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","15","","4","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","16","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","17","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","19","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","21","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","21","","3","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","22","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","23","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","24","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","25","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","25","","5","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","26","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","27","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","27","","4","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","27","","5","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","28","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","29","","","8","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","30","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","31","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","33","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","36","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","37","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","37","","3","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","37","","6","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","38","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","39","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","40","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","41","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","44","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","47","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","49","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","50","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","51","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","53","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","54","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","55","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","56","","","6","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","57","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","61","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","62","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","68","","","6","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","69","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","70","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","71","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","72","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","73","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","74","","","8","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","75","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","78","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","80","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","82","","","6","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","85","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","86","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","88","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","90","","","6","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","94","","","6","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","96","","","6","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","98","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","102","","","10","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","104","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","105","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","106","","","6","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","108","","","8","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","110","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","114","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","120","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ДРАГИШЕ ПЕТРОВИЋА","122","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","0","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","2","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","4","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","5","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","6","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","7","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","8","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","11","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","13","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","14","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","15","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","16","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","17","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","19","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","21","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","24","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","26","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","28","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","29","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","30","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","32","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","35","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","37","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","39","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","40","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","43","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","46","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","47","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","48","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","53","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","55","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","57","","","6","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","59","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂОРЂЕ СИМЕОНОВИЋА","61","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂУРЕ ЈАКШИЋА","1","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂУРЕ ЈАКШИЋА","5","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂУРЕ ЈАКШИЋА","7","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЂУРЕ ЈАКШИЋА","11","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","1","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","2","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","4","","","1","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","5","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","6","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","7","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","8","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","9","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","11","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","12","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","13","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","15","","","6","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","16","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","17","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","18","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","19","","","3","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","20","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЖИВОЈИНА ПАВЛОВИЋА","21","","","6","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЗАЈЕЧАРСКА","0","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЗАЈЕЧАРСКА","1","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЗАЈЕЧАРСКА","3","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЗАЈЕЧАРСКА","4","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЗАЈЕЧАРСКА","5","","","4","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЗАЈЕЧАРСКА","6","","","2","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЗАЈЕЧАРСКА","7","","","5","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЗАЈЕЧАРСКА","9","","","6","0"
"337","БОЉЕВАЦ","БОЉЕВАЦ","ЗАЈЕЧАРСКА","11","","","2","0"
