geoidentifikator,naziv,tip_ustanove,kategorija,opstina,mesto,ulica,kucni_broj,rastojanje_m,biraca_prebivaliste,biraca_boraviste,biraca_ukupno,lat,lon
SRBRGI2017225,Дворана Културног центра,биоскоп,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),КОЛАРЧЕВА,6,2.3,1,0,1,44.815446,20.460362
SRBRGI2017255,Арт биоскоп „Muzeum“,биоскоп,nestambeno,СТАРИ ГРАД,БЕОГРАД (СТАРИ ГРАД),УЗУН МИРКОВА,2,14.5,1,0,1,44.81993,20.45605
SRBRGI2016599,Млекара „Gourmet chff”,млекара,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),АМЕЛИЈЕ ЕРХАРТ,27,0.4,1,0,1,44.862735,20.472896
SRBRGI2016601,Самостална занатско-трговинска радња „ЕКО млекара”,млекара,nestambeno,АПАТИН,СВИЛОЈЕВО,ГЛАВНА,12,2.9,1,0,1,45.651127,19.060317
SRBRGI2016621,Млекара „Николић”,млекара,nestambeno,БАЧКА ПАЛАНКА,ДЕСПОТОВО,ДОСИТЕЈА ОБРАДОВИЋА,5,14.5,1,0,1,45.4618,19.522655
SRBRGI2016658,Млекара „Мокрин-млек”,млекара,nestambeno,КИКИНДА,МОКРИН,СВЕТОГ САВЕ,141,9.8,1,0,1,45.935633,20.399988
SRBRGI2016770,„Профил MB Плус“,млекара,nestambeno,КУЛА,СИВАЦ,3. САНЏАЧКЕ БРИГАДЕ,9А,12.6,1,0,1,45.712371,19.382487
SRBRGI2017342,Музејска јединица Бачка Паланка,музеј,nestambeno,БАЧКА ПАЛАНКА,БАЧКА ПАЛАНКА,ТРГ БРАТСТВА -ЈЕДИНСТВА,21,11.6,1,0,1,45.250475,19.383121
SRBRGI2017350,Завичајни музеј Бела Паланка,музеј,nestambeno,БЕЛА ПАЛАНКА,БЕЛА ПАЛАНКА,ВУКА КАРАЏИЋА,4,14.7,1,0,1,43.217875,22.310133
SRBRGI2017382,Центар за културу „Влада Дивљан“,јавни објекат,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),МИТРОПОЛИТА ПЕТРА,8,4.9,1,0,1,44.816546,20.48504
SRBRGI2017423,Милановачко аматерско позориште,позориште,nestambeno,ГОРЊИ МИЛАНОВАЦ,ГОРЊИ МИЛАНОВАЦ,ВОЈВОДЕ МИЛАНА ОБРЕНОВИЋА,6,14.0,1,0,1,44.023046,20.458303
SRBRGI2017453,Приватна ветеринарска амбуланта „Јасеново“,објекат ветерине,nestambeno,БЕЛА ЦРКВА,ЈАСЕНОВО,МАРШАЛА ТИТА,57,0.1,1,0,1,44.934869,21.295545
SRBRGI2017459,Приватна ветеринарска амбуланта „ПВС СТРИКС“,објекат ветерине,nestambeno,БЕОЧИН,ЧЕРЕВИЋ,ЈОВАНА ГРЧИЋА МИЛЕНКА,50,0.3,1,0,1,45.220171,19.657437
SRBRGI2017581,Приватна ветеринарска амбуланта „Докић“,објекат ветерине,nestambeno,БАЈИНА БАШТА,БАЈИНА БАШТА,СВЕТОСАВСКА,70,3.4,1,0,1,43.969025,19.561917
SRBRGI2017587,Приватна ветеринарска амбуланта „Интервет“,објекат ветерине,nestambeno,ГОРЊИ МИЛАНОВАЦ,ГОРЊИ МИЛАНОВАЦ,КАРАЂОРЂЕВА,93,1.2,1,0,1,44.027601,20.453784
SRBRGI2017598,Приватна ветеринарска станица „Инђија“,објекат ветерине,nestambeno,ИНЂИЈА,ИНЂИЈА,КРАЉА ПЕТРА I,127,3.5,1,0,1,45.038759,20.09088
SRBRGI2017600,Приватна ветеринарска станица „Кнез-вет“,објекат ветерине,nestambeno,ИНЂИЈА,НОВИ КАРЛОВЦИ,ГЛАВНА,45,0.6,1,0,1,45.077466,20.18009
SRBRGI2017494,Приватна ветеринарска амбуланта „Ђукиц А 74“,објекат ветерине,nestambeno,БОГАТИЋ,ДУБЉЕ,КНЕЗА МИЛОША,98,0.7,1,0,1,44.78987,19.500707
SRBRGI2017555,Приватна ветеринарска амбуланта „Јонић и Пера“,објекат ветерине,nestambeno,АЛЕКСИНАЦ,ТЕШИЦА,ЂУРЕ ХОРВАТОВИЋА,30,2.0,1,0,1,43.448095,21.744013
SRBRGI2017574,Приватна ветеринарска амбуланта „Вида-вет“,објекат ветерине,nestambeno,ЧУКАРИЦА,БЕОГРАД (ЧУКАРИЦА),БРАЋЕ ЛУКИЋА,94А,4.2,1,0,1,44.720091,20.388522
SRBRGI2017618,Приватна ветеринарска амбуланта „Велвет“,објекат ветерине,nestambeno,КЊАЖЕВАЦ,КЊАЖЕВАЦ,КАПЛАРОВА,15,0.2,1,0,1,43.568989,22.25813
SRBRGI2018121,Приватна ветеринарска станица „Др Костић“,објекат ветерине,nestambeno,ОБРЕНОВАЦ,ЗВЕЧКА,ИЛИЈЕ БИРЧАНИНА,2,3.2,1,0,1,44.645647,20.163219
SRBRGI2018122,Ветеринарска амбуланта „ANIMALIA“,објекат ветерине,nestambeno,ОБРЕНОВАЦ,ОБРЕНОВАЦ,КРАЉА АЛЕКСАНДРА ПРВОГ,42,1.9,1,0,1,44.659187,20.205109
SRBRGI2017605,Приватна ветеринарска амбуланта „Vet Magic“,објекат ветерине,nestambeno,ЈАГОДИНА,ЈАГОДИНА,КАПЕТАНА КОЧЕ,17,0.1,1,0,1,43.982452,21.25739
SRBRGI2017606,Приватна ветеринарска станица „Ириг“,објекат ветерине,nestambeno,ИРИГ,ИРИГ,ВОЈВОДЕ ПУТНИКА,65,0.4,1,0,1,45.095917,19.86243
SRBRGI2017636,Ветеринарска станица „Гај-Вет“,објекат ветерине,nestambeno,КОВИН,ГАЈ,ТРГ ОСЛОБОЂЕЊА,10,0.7,1,0,1,44.794688,21.066765
SRBRGI2017689,Клинике Факултета ветеринарске медицине,објекат ветерине,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),БУЛЕВАР ОСЛОБОЂЕЊА,18,0.1,1,0,1,44.794552,20.465247
SRBRGI2017836,Приватна ветеринарска амбуланта „AњаВет“,објекат ветерине,nestambeno,ЗАЈЕЧАР,ЗАЈЕЧАР,ВЛАСИНСКА,1,0.6,1,0,1,43.895379,22.259768
SRBRGI2017837,Приватна ветеринарска амбуланта „Pet-medic“,објекат ветерине,nestambeno,ЗАЈЕЧАР,ЗАЈЕЧАР,ЖЕЛЕЗНИЧКА,52,1.8,1,0,1,43.905817,22.268867
SRBRGI2017870,Приватна ветеринарска амбуланта „Владица vет“,објекат ветерине,nestambeno,ВЛАДИМИРЦИ,ВЛАДИМИРЦИ,СВЕТОГ САВЕ,14,0.7,1,0,1,44.618187,19.784934
SRBRGI2017871,Приватна ветеринарска станица „Милош-Вет ДВМ“,објекат ветерине,nestambeno,ВЛАСОТИНЦЕ,ВЛАСОТИНЦЕ,22. ДИВИЗИЈЕ,147,0.8,1,0,1,42.96454,22.140005
SRBRGI2017877,Приватна ветеринарска станица „Саша Вет 76“,објекат ветерине,nestambeno,ВРБАС,РАВНО СЕЛО,ИВЕ ЛОЛЕ РИБАРА,2,3.1,1,0,1,45.449143,19.610875
SRBRGI2017883,Приватна ветеринарска амбуланта „Vetlan“,објекат ветерине,nestambeno,ВРШАЦ,ВРШАЦ,ШАБАЧКА,24,0.9,1,0,1,45.10129,21.306553
SRBRGI2017916,Приватна ветеринарска амбуланта „Павковић“,објекат ветерине,nestambeno,СУРЧИН,ДОБАНОВЦИ,УГРИНОВАЧКА,92,1.2,1,0,1,44.833713,20.21836
SRBRGI2017964,Приватна ветеринарска станица „Мастер ветерина“,објекат ветерине,nestambeno,МАЛО ЦРНИЋЕ,БОЖЕВАЦ,ЦАРА ЛАЗАРА-ЧАРШИЈА,7,6.5,1,0,1,44.542703,21.395841
SRBRGI2017988,Приватна ветеринарска станица „Вета плус“,објекат ветерине,nestambeno,ЛЕБАНЕ,БОШЊАЦЕ,СВЕТОГ САВЕ,66А,3.5,1,0,1,42.94554,21.823213
SRBRGI2018055,Приватна ветеринарска амбуланта „Марни-Вет“,објекат ветерине,nestambeno,НОВИ БЕОГРАД,БЕОГРАД (НОВИ БЕОГРАД),СТОЈАНА АРАЛИЦЕ,73,0.1,1,0,1,44.820086,20.391462
SRBRGI2018148,Приватна ветеринарска амбуланта „Golden Pet-Vet“,објекат ветерине,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),МИРИЈЕВСКИ БУЛЕВАР,29,5.2,1,0,1,44.811808,20.522757
SRBRGI2018152,Приватна ветеринарска амбуланта за кућне љубимце „Fenrir 019“,објекат ветерине,nestambeno,ПАЛИЛУЛА (БЕОГРАД),БЕОГРАД (ПАЛИЛУЛА),МАРИЈАНЕ ГРЕГОРАН,34А,0.6,1,0,1,44.813087,20.50805
SRBRGI2018219,Приватна ветеринарска амбуланта „Pet-Vet Care“-огранак,објекат ветерине,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),ВЛАДИМИРА ГАЋИНОВИЋА,2А,0.1,1,0,1,44.775046,20.458552
SRBRGI2018239,Ветеринарска амбуланта „ФАРМАЗИМ“,објекат ветерине,nestambeno,АЛЕКСАНДРОВАЦ,СТУБАЛ,ДР ДОСЕ МИЛИНЧИЋА,17,1.2,1,0,1,43.438517,21.083757
SRBRGI2018240,Приватна ветеринарска амбуланта „Др Цветковић“,објекат ветерине,nestambeno,АЛЕКСАНДРОВАЦ,ГОРЊИ СТУПАЊ,ПАЛИХ БОРАЦА,28,2.6,1,0,1,43.469615,21.182325
SRBRGI2018245,Приватна ветеринарска амбуланта „Сивет“,објекат ветерине,nestambeno,АДА,МОЛ,БРАТСТВА ЈЕДИНСТВА,59А,11.6,1,0,1,45.762984,20.132703
SRBRGI2018246,Приватна ветеринарска амбуланта „Прима“,објекат ветерине,nestambeno,АЛЕКСИНАЦ,ЖИТКОВАЦ,ДРАГОЉУБА ВУЈИЋА,32,1.6,1,0,1,43.509489,21.69513
SRBRGI2018250,Ветеринарска станица „Војвођански ВЕТ“,објекат ветерине,nestambeno,БАЧКА ПАЛАНКА,ГАЈДОБРА,ПАТРИЈАРХА ПАВЛА,27,2.2,1,0,1,45.347722,19.441134
SRBRGI2018434,Словачка Евангелистичка црква,црква,nestambeno,БАЧКА ПАЛАНКА,СИЛБАШ,МАСАРИКОВА,57,5.9,1,0,1,45.395413,19.460282
SRBRGI2018482,Баптистичка црква,црква,nestambeno,БАЧКА ТОПОЛА,СТАРА МОРАВИЦА,ПАЧИРСКИ ПУТ,14,9.6,1,0,1,45.872062,19.465605
SRBRGI2018367,Црква Светих апостола Петра и Павла,црква,nestambeno,АЛЕКСАНДРОВАЦ,ПЛОЧА,ШКОЛСКА,4,5.2,1,0,1,43.447863,20.860665
SRBRGI2018386,Црква Вазнесења Господњег,црква,nestambeno,АЛЕКСИНАЦ,ГРЕЈАЧ,ВОЖДА КАРАЂОРЂА,140,2.5,1,0,1,43.417142,21.745437
SRBRGI2018585,Црква Светог Илије,црква,nestambeno,БАЧ,БОЂАНИ,ДР ЗОРАНА ЂИНЂИЋА,28,5.4,1,0,1,45.387768,19.10456
SRBRGI2018610,Црква Светог Венцела,црква,nestambeno,БЕЛА ЦРКВА,КРУШЧИЦА,САВЕ МУНЋАНА,40,0.6,1,0,1,44.927457,21.475052
SRBRGI2018624,Христова Пентекостна црква,црква,nestambeno,ВРШАЦ,ВРШАЦ,СВЕТОЗАРА МИЛЕТИЋА,23,0.7,1,0,1,45.120212,21.292568
SRBRGI2018627,Евангелистичко-методистицка црква,црква,nestambeno,ВРШАЦ,ВРШАЦ,ХЕРОЈА ПИНКИЈА,90,3.3,1,0,1,45.115895,21.303312
SRBRGI2018632,Црква Свете Маргарете Угарске,црква,nestambeno,ВРШАЦ,ВЛАЈКОВАЦ,СВЕТОЗАРА МИЛЕТИЋА,2,0.5,1,0,1,45.072397,21.199348
SRBRGI2018666,Евангелистичка црква,црква,nestambeno,КУЛА,КУЛА,ПЕТРА ДРАПШИНА,107Б,14.3,1,0,1,45.609914,19.522843
SRBRGI2018682,Црква Свих Светих,црква,nestambeno,ЖИТИШТЕ,ТОРАК,МАРШАЛА ТИТА,67,13.3,1,0,1,45.503271,20.59564
SRBRGI2018779,Кристова црква,црква,nestambeno,КАЊИЖА,КАЊИЖА,ШИРОКА,2,2.3,1,0,1,46.064333,20.05052
SRBRGI2018829,Христова Духовна црква,црква,nestambeno,БОГАТИЋ,ГЛОГОВАЦ,БОГОЉУБА ДАНОЈЛИЋА,59Б,3.4,1,0,1,44.863934,19.406254
SRBRGI2018833,Хришћанска Адвентистичка црква,црква,nestambeno,БОГАТИЋ,ГЛУШЦИ,СВЕТОМИРА АЛИМПИЋА,44,10.3,1,0,1,44.888376,19.542695
SRBRGI2018844,Реформаторска црква,црква,nestambeno,ЗРЕЊАНИН,ЗРЕЊАНИН,НАРОДНЕ ОМЛАДИНЕ,2,5.1,1,0,1,45.378377,20.389001
SRBRGI2018924,Црква Светог великомученика Георгија,црква,nestambeno,ЖАГУБИЦА,РИБАРЕ,ШУПЉАЈСКА,30,2.9,1,0,1,44.243046,21.655285
SRBRGI2018948,Црква Рођења Пресвете Богородице,црква,nestambeno,БОСИЛЕГРАД,БОСИЛЕГРАД,РИСОВИЦА,16,2.7,1,0,1,42.50192,22.471654
SRBRGI2019015,Хришћанска Адвентистичка црква,црква,nestambeno,ЗАЈЕЧАР,ЗАЈЕЧАР,НАРОДНОГ ФРОНТА,7,4.8,1,0,1,43.900056,22.268919
SRBRGI2019136,Евангеличка Методистичка црква,црква,nestambeno,КОВАЧИЦА,ПАДИНА,ДОЛНА ДОЛИНА,2,6.9,1,0,1,45.118729,20.722931
SRBRGI2019180,Хришћанска Адвентистичка црква,црква,nestambeno,ВАРВАРИН,ВАРВАРИН,МАРИНА МАРИНОВИЋА,98,2.6,1,0,1,43.728144,21.368404
SRBRGI2019181,Црква Успења Пресвете Богородице,црква,nestambeno,ВАРВАРИН,ВАРВАРИН,ЈОВЕ КУРСУЛЕ,3,2.2,1,0,1,43.723688,21.372611
SRBRGI2019196,Црква Вазнесења Господњег,црква,nestambeno,ВЕЛИКО ГРАДИШТЕ,СРЕДЊЕВО,МАРШАЛА ТИТА,10,0.4,1,0,1,44.64573,21.491366
SRBRGI2019233,Црква Адвентиста седмог дана,црква,nestambeno,ВОЖДОВАЦ,БЕОГРАД (ВОЖДОВАЦ),ГРЧИЋА МИЛЕНКА,62,2.0,1,0,1,44.788832,20.488588
SRBRGI2019255,Црква Светог апостола и јеванђелисте Луке,црква,nestambeno,ВЛАДИМИРЦИ,ЈАЛОВИК,ЦЕРСКА,137,3.1,1,0,1,44.616963,19.833059
SRBRGI2019256,Црква Светог архангела Михаила,црква,nestambeno,ВЛАДИМИРЦИ,КАОНА,МАНАСТИРСКА,76,2.6,1,0,1,44.529698,19.704603
SRBRGI2019258,Капела Пресвете Богородице,црква,nestambeno,ВЛАДИМИРЦИ,КАОНА,МАНАСТИРСКА,75,3.7,1,0,1,44.530596,19.703101
SRBRGI2019317,Црква Свете Тројице,црква,nestambeno,ВРАЧАР,БЕОГРАД (ВРАЧАР),ГОСПОДАРА ВУЧИЋА,89,4.0,1,0,1,44.792056,20.481751
SRBRGI2019341,Реформаторска црква,црква,nestambeno,ВРШАЦ,ВЕЛИКО СРЕДИШТЕ,ВИНОГРАДАРСКА,64,0.2,1,0,1,45.176811,21.405351
SRBRGI2019571,Хришћанска Адвентистичка црква,црква,nestambeno,КЊАЖЕВАЦ,КЊАЖЕВАЦ,ФИЛИПА ВИШЊИЋА,3,6.1,1,0,1,43.567384,22.259538
SRBRGI2020013,Црква Преноса моштију Светог оца Николаја Мирликијског Чудотворца,црква,nestambeno,ЧУКАРИЦА,ОСТРУЖНИЦА,ЉУБЕ РАНКОВИЋА,1,5.0,1,0,1,44.728888,20.320235
SRBRGI2020174,Црква Исуса Христа Светаца Последњих дана,црква,nestambeno,САВСКИ ВЕНАЦ,БЕОГРАД (САВСКИ ВЕНАЦ),МИЛОША ПОЦЕРЦА,26,4.8,1,0,1,44.802437,20.456988
SRBRGI2020895,Црква Светих цара Константина и царице Јелене,црква,nestambeno,ИНЂИЈА,ИНЂИЈА,ВОЈВОЂАНСКИХ БРИГАДА,9,2.5,1,0,1,45.046272,20.067938
SRBRGI2020938,Црква Светог Јустина Философа и Светог Јустина Ћелијског и Врањског,црква,nestambeno,ВРАЊЕ,ВРАЊЕ,БАБА ЗЛАТИНА,23,13.7,1,0,1,42.549558,21.901565
